:START_ID,:END_ID,:TYPE
e8219,e2068,作用
e8219,e4870,别称
e8219,e10740,外文名
e8219,e1291,应用
e8219,e4277,组成
e5044,e5044,中文名
e5044,e6790,原始
e5044,e8072,含义
e5044,e4872,外文名
e11390,e2982,中文名
e11390,e3623,主要成就
e11390,e4290,享年
e11390,e6430,信仰
e11390,e4716,出生地
e11390,e7584,出生日期
e11390,e9064,别名
e11390,e10640,国籍
e11390,e8981,外文名
e11390,e11675,逝世日期
e3257,e2031,中文名
e3257,e1473,主要成就
e3257,e1889,出生地
e3257,e5105,出生日期
e3257,e5330,国籍
e3257,e5152,性别
e3257,e9706,毕业院校
e3257,e7972,籍贯
e3257,e3496,职业
e7954,e7954,中文名
e7954,e5165,主要成就
e7954,e10177,代表作品
e7954,e10945,信仰
e7954,e365,出生地
e7954,e4516,出生日期
e7954,e5330,国籍
e7954,e11533,毕业院校
e7954,e7590,民族
e7954,e7330,职务
e7954,e5928,职称
e339,e2073,就诊科室
e339,e2439,常见病因
e339,e1209,常见症状
e339,e6717,英文名称
e11095,e9725,传播途径
e11095,e10716,多发群体
e11095,e6097,常见发病部位
e11619,e11619,中文名
e4233,e6853,别名
e4233,e10769,外文名称
e4233,e10268,是否处方药
e4233,e4233,药品名称
e4233,e9957,运动员慎用
e9572,e6376,外文名称
e9572,e9572,药品名称
e9572,e5821,药品类型
e2224,e5913,主要适用症
e2224,e10864,外文名称
e2224,e2224,药品名称
e5642,e5642,中文名
e5642,e11664,作用
e5642,e1877,分类
e5642,e3876,化学本质
e5642,e8420,外文名
e5642,e1582,存在生物
e7376,e9725,传染性
e7376,e6732,多发群体
e7376,e608,就诊科室
e7376,e2681,常见发病部位
e7376,e3512,常见病因
e7376,e8844,常见症状
e7376,e7876,英文名称
e640,e640,中文名
e640,e5767,外文名
e640,e5688,整合
e640,e81,本质
e5885,e5941,多发群体
e5885,e8004,就诊科室
e5885,e3868,常见病因
e5885,e7383,英文名称
e4695,e4695,中文学名
e4695,e11736,别称
e4695,e1182,提出者
e4695,e9598,本质
e9262,e9262,中文名
e9262,e7148,应用
e9262,e856,简称
e9262,e2932,解释
e7947,e7947,中文名
e7947,e5991,外文名
e7947,e1220,类型
e7947,e11428,隶属
e4276,e3575,别称
e4276,e5414,多发群体
e4276,e4943,就诊科室
e4276,e10726,常见病因
e4276,e7720,常见症状
e4276,e291,英文名称
e10996,e10996,中文名
e10996,e2444,包含
e10996,e9641,直径
e10996,e8427,类似
e7214,e7214,中文名
e7214,e20,流行地区
e7214,e9424,流行时间
e7214,e9950,病原类型
e5397,e5397,中文名
e5397,e9142,作用
e5397,e11349,外文名
e5397,e3270,拼音
e5397,e9355,结构
e5397,e4974,适用领域
e6667,e679,中文名
e6667,e5341,具有
e6667,e10376,外文名
e6667,e8793,类型
e11610,e11610,中文名
e11610,e10739,外文名
e11610,e8004,就诊科室：
e11610,e6170,疾病别名：
e8528,e8528,中文名
e8528,e3635,外文名
e8528,e1240,影响
e8528,e8921,类别
e9281,e9281,中文名
e9281,e10202,分类依据
e9281,e6954,复制过程
e9281,e4044,外文名
e9281,e2315,注入方式
e9281,e11399,细胞损伤机制
e8101,e8101,中文名
e8101,e11105,外文名
e8101,e8899,形成
e1759,e1759,中文名
e1759,e8785,亦称
e1759,e8986,例子
e1759,e302,外文名
e4415,e4415,中文名
e4415,e3703,别称
e4415,e6880,外文名
e4415,e8249,属性
e4415,e8813,特点
e4415,e10165,观察工具
e3703,e3703,中文名
e3703,e140,别称
e3703,e6880,外文名
e3703,e3584,范畴
e3703,e4205,适用领域范围
e9951,e7549,别称
e9951,e2155,多发群体
e9951,e608,就诊科室
e9951,e7256,常见病因
e9951,e8775,常见症状
e9951,e5877,英文名称
e12011,e12011,中文名
e12011,e3876,主成分
e12011,e4151,外文名
e8083,e9725,传染性
e8083,e608,就诊科室
e8083,e7613,常见病因
e8083,e6449,英文别名
e8083,e232,英文名称
e6113,e6113,中文名
e6113,e655,含义
e6113,e8092,目前常用
e6113,e6674,目的
e7811,e7811,中文名
e7811,e4572,外文名
e7811,e4930,性质
e7811,e2174,类别
e2077,e2077,中文名
e2077,e8478,外文名
e7433,e7433,中文名
e7433,e1563,内容
e7433,e4409,含义
e7433,e8422,性质
e2715,e2715,中文名
e2715,e1178,包括
e2715,e9173,碳源
e2715,e2522,能源
e3932,e3932,中文名
e3932,e9112,含义
e3932,e549,外文名
e3932,e4138,对应词
e3932,e1220,常见对象
e8108,e8108,中文名
e8108,e11784,伤口处理方法
e8108,e278,发病特征
e8108,e11983,发病菌
e8108,e4887,外文名
e8108,e7023,拼音
e8108,e9441,禁忌
e6187,e2404,多发群体
e6187,e11337,就诊科室
e6187,e11200,常见病因
e6187,e4435,常见症状
e3816,e3816,中医学名
e3816,e5667,传播途径
e3816,e1339,传染性
e3816,e3816,西医学名
e10188,e10188,中文名
e10188,e4066,分类
e10188,e6826,分裂
e10188,e11983,外文名
e10188,e8561,属于
e10188,e4888,引起病症
e10079,e10079,中文名
e10079,e8648,别称
e10079,e5065,外文名
e10079,e11207,性状
e10079,e2693,用途
e10079,e3853,贮藏
e887,e2887,ISBN
e887,e3755,中文名
e887,e1878,作者
e887,e8217,印刷日期
e887,e5986,印次
e887,e7911,定价
e1162,e650,ISBN
e1162,e10707,书名
e1162,e7664,作者
e1162,e8980,出版时间
e1162,e3773,出版社
e1162,e1460,开本
e1162,e1920,版面字数
e1162,e1158,类别
e1162,e2597,装帧
e1162,e8426,页数
e7979,e10707,中文名
e7979,e129,外文名
e7979,e4930,类别
e7979,e8320,类型
e9498,e9498,中文名
e9498,e200,传播
e9498,e1030,危害1
e9498,e2282,危害2
e9498,e3141,外文名
e9498,e4067,种类
e6148,e6259,专业代码
e6148,e6148,中文名
e6148,e10346,主干学科
e6148,e2995,相近专业
e6148,e9829,类别
e6775,e6775,中文名
e6775,e2093,外文名
e6775,e5462,工作
e6775,e9576,性质
e4444,e3444,别称
e4444,e3927,就诊科室
e4444,e6612,常见病因
e4444,e2141,英文名称
e257,e9725,传染性
e257,e2155,多发群体
e257,e4910,就诊科室
e257,e1906,常见发病部位
e257,e3705,常见病因
e257,e5577,常见症状
e257,e8621,英文名称
e10143,e2115,CAS登录号
e10143,e3881,CID
e10143,e7898,EINECS登录号
e10143,e5819,中文名
e10143,e793,分子量
e10143,e9863,别称
e10143,e4820,化学式
e10143,e10555,危险品标志
e10143,e10400,外观
e10143,e8203,安全术语
e10143,e7218,密度
e10143,e1962,应用
e10143,e793,摩尔质量
e10143,e9577,水溶性
e10143,e3768,沸点
e10143,e3169,熔点
e10143,e5718,英文名
e10143,e6246,风险术语
e10072,e10072,中文名
e10072,e4853,作者
e10072,e9805,出处
e10072,e5188,基础
e11486,e3901,中文名
e11486,e4023,外文名
e11486,e4350,状态
e11486,e719,用途
e11486,e9754,简写
e6304,e6304,中文名
e6304,e4123,作用
e6304,e1499,外文名
e6304,e4274,成
e5016,e5016,中文名
e5016,e10131,氯化钠
e5016,e4855,生肉膏
e5016,e8178,蛋白胨
e3460,e3460,中文名
e3460,e1347,分类1
e3460,e6487,分类2
e3460,e3472,分类3
e3460,e9900,外文名
e3460,e2665,特点
e1980,e1980,中文名
e1980,e6619,别名
e1980,e3407,外文名
e1980,e11319,学科
e1980,e9915,特点
e4009,e3243,中文名
e4009,e5290,发明人
e4009,e9871,发明时间
e4009,e7283,外文名
e4009,e7051,归属学科
e4009,e11887,测定方法
e4009,e5370,简称
e4009,e6212,表达方式
e4009,e2965,释义
e4505,e4505,中文学名
e4505,e4505,属性
e4505,e3775,种类
e4505,e8409,纲
e11772,e11772,中文名
e11772,e8408,分布
e11772,e10888,外文名
e11772,e1481,特征
e11772,e3627,特点
e11772,e11605,门
e1988,e1988,中文名
e1988,e8261,外文名
e1988,e10571,性质
e1988,e11406,特点
e6804,e6804,中文名
e6804,e6698,例子
e6804,e7283,外文名
e6804,e5370,表示
e6804,e11123,释义
e1024,e1024,中文名
e1024,e8616,主治
e1024,e5323,又称
e1024,e10266,用途
e845,e845,中文名
e845,e8590,发明
e845,e8299,外文名
e845,e9660,简称
e845,e7492,类别
e845,e4932,缩写
e845,e162,设备
e4679,e4679,中文名
e4679,e4607,别称
e4679,e4754,外文名
e4679,e9439,属于
e11607,e11607,中文名
e11607,e1202,功能
e11607,e3302,外文名
e11607,e4503,定义
e2553,e2553,中文名
e2553,e8567,外文名
e2553,e8278,用途
e2553,e1610,直径
e2553,e11330,细胞来源
e3052,e3052,中文名
e3052,e8675,分类
e3052,e9632,外文名
e3052,e3347,特点
e2041,e8004,就诊科室
e2041,e6244,常见病因
e2041,e12028,常见症状
e2041,e6024,英文名称
e11587,e9725,传染性
e11587,e9610,多发群体
e11587,e8004,就诊科室
e11587,e3711,常见病因
e11587,e5478,常见症状
e11587,e7365,英文名称
e6049,e6049,别称
e6049,e4632,属于
e6049,e4735,常见发病部位
e6049,e4674,常见病因
e11100,e5263,就诊科室
e11100,e11964,常见发病部位
e11100,e11387,常见病因
e11100,e19,常见症状
e11100,e6086,英文名称
e4527,e4527,中文学名
e4527,e9749,亚科
e4527,e5669,属
e4527,e6086,拉丁学名
e4527,e7885,界
e4527,e60,科
e7926,e7926,中文名
e7926,e7944,其他名
e7926,e8354,外文名
e7926,e9463,特点
e7926,e6997,组成
e5082,e5082,中文名
e5082,e5081,也称
e5082,e10584,优点
e5082,e1908,器皿
e5082,e11272,外文名
e9479,e9479,中文名
e9479,e4315,地位
e9479,e5679,外文名
e9479,e10923,简介
e7944,e7944,中文名
e7944,e9681,外文名
e7944,e9463,特点
e7944,e1464,生活环境
e7944,e6997,组成
e7748,e7748,中文名
e7748,e5202,分类
e7748,e2332,别名
e7748,e6931,命名日期
e9889,e9889,中文学名
e9889,e5092,分布区域
e9889,e1778,学科
e9889,e11741,定义
e9889,e6021,界
e9889,e10963,种
e9889,e9994,领域
e3066,e3066,中文名
e3066,e8454,外文名
e3066,e1635,预防
e5805,e11212,CAS
e5805,e5805,中文名
e5805,e11480,分子式
e5805,e7295,分子量
e5805,e4080,外文名
e5805,e6818,本质
e5805,e10436,用途
e5805,e9035,种类
e5559,e5559,中文名
e5559,e8212,别名
e5559,e3804,外文名
e5559,e5891,常见种类
e5559,e6011,类别
e10254,e10254,中文名
e10254,e11342,发现时间
e10254,e3804,外文名
e10254,e2606,形状
e8868,e9725,传染性
e8868,e9812,别称
e8868,e11964,常见发病部位
e8868,e8200,常见症状
e11504,e11504,中文名
e11504,e4650,卫生防疫工作
e11504,e143,属性
e11504,e8703,性质
e1752,e1752,中文名
e1752,e585,主要职责
e1752,e7711,作用
e1752,e8431,历史
e1752,e3073,改革
e1752,e9644,机构
e7906,e7906,中文名
e7906,e1251,卵球
e7906,e3551,生物
e7906,e10457,解释
e11593,e11593,中文名
e11593,e1257,分子量
e11593,e9961,功能
e11593,e1117,含有
e11593,e3514,外文名
e11593,e6043,属性
e11593,e10541,缩写
e7028,e7028,中文名
e7028,e3414,别称
e7028,e702,基本解释
e7028,e7913,外文名
e762,e762,中文名
e762,e5858,举例
e762,e8074,别名
e762,e1289,定义
e2627,e2627,中文名
e2627,e8516,作用
e2627,e6791,别称
e2627,e7929,类型
e3778,e3778,中文名
e3778,e10411,分布
e3778,e4306,形态特征
e3778,e1384,很少数
e3778,e5063,极少数
e3778,e7507,绝大多数
e4327,e4327,中文名
e4327,e1368,外文名
e4327,e1966,特征
e4327,e851,简介
e6829,e6829,中文名
e6829,e1368,外文名
e6829,e4443,应用
e6829,e8181,领域
e6042,e3806,pH值
e6042,e6042,中文名
e6042,e4365,优点
e6042,e3464,使用范围
e6042,e1719,分类
e6042,e2064,外文名
e6042,e934,工作原理
e6784,e6784,中文学名
e6784,e860,代表菌种
e6784,e6903,拉丁学名
e6784,e2013,治疗方法
e6784,e10886,界
e6784,e11432,造成疾病
e784,e10987,多发群体
e784,e547,就诊科室
e784,e6784,常见病因
e784,e1368,英文名称
e308,e308,中文名
e308,e717,产生方式
e308,e10329,外文名
e308,e9065,属于
e308,e3869,拼音
e10184,e10184,中文名
e10184,e2564,外文名
e10184,e2792,性状
e10184,e1220,性质
e10184,e9854,构成
e10184,e400,词性
e10184,e6149,领域
e6625,e6625,中文名
e6625,e4479,原理
e6625,e4608,外文名
e6625,e3516,起始
e10244,e10244,中文名
e10244,e806,发病群体
e10244,e4348,类别
e10244,e400,词性
e11547,e11547,中文名
e11547,e3396,分类
e11547,e8610,呼吸方式
e11547,e7346,外文名
e11547,e1964,特点
e11547,e2288,适用领域范围
e10524,e10524,中文名
e10524,e11217,例如
e10524,e10393,含义
e10524,e8402,特点
e6720,e6720,中文学名
e6720,e1778,学科
e6720,e1220,广义
e6720,e1284,拉丁学名
e6720,e8543,细胞壁
e6720,e6149,领域
e3689,e3689,中文学名
e3689,e2501,分类
e3689,e3895,别称
e3689,e5627,特点
e3689,e9762,界
e3689,e457,英文名
e11578,e11578,中文名
e11578,e5711,外文名
e11578,e9371,性质
e11578,e3584,所属类别
e2638,e3709,CAS
e2638,e4834,中文名
e2638,e4779,分子式
e2638,e3648,分子量
e2638,e10847,外文名
e2638,e1232,性状
e2638,e5469,来源
e2638,e7090,结构
e1453,e1453,中文学名
e1453,e6956,分布区域
e1453,e5386,别称
e1453,e7693,属
e1453,e452,拉丁学名
e1453,e7371,界
e1453,e243,目
e1453,e9694,科
e1453,e6737,纲
e1453,e2113,门
e3561,e3561,中文学名
e3561,e7272,亚纲
e3561,e4950,属
e3561,e5687,拉丁学名
e3561,e10886,界
e3561,e1168,目
e3561,e9266,科
e3561,e2964,纲
e3561,e2861,门
e3780,e3780,药品名称
e3780,e3829,药品类型
e6979,e6979,中文名
e6979,e6979,别称
e6979,e11317,应用
e6979,e11473,英文名
e366,e366,中文名
e366,e4076,分类
e366,e4748,制备方法
e366,e2236,功能
e366,e9425,释义
e11241,e11241,中文学名
e11241,e3534,别称
e11241,e556,属
e11241,e9252,拉丁学名
e6462,e6462,中文名
e6462,e8564,主治
e6462,e3982,功效
e6462,e6462,商品名
e6462,e9844,执行标准
e6462,e5639,批准文号
e6462,e900,有效期
e6462,e3530,用法用量
e6462,e10844,组成
e6462,e6673,规格
e4400,e4400,中文名
e4400,e8401,分子式
e4400,e9905,分子量
e4400,e5710,外文名
e11949,e11949,别称
e11949,e1301,多发群体
e11949,e5455,常见病因
e11949,e2806,英文名称
e7000,e7000,中文名
e7000,e6840,作用
e7000,e11526,作用菌种
e7000,e11201,又称
e7000,e6365,外文名
e7000,e3360,影响因素
e11599,e11599,中文学名
e11599,e1007,作用
e11599,e6060,分布区域
e11599,e6149,应用领域
e11599,e10886,界
e11599,e8177,类型
e2302,e2302,中文名
e2302,e4265,基因组
e2302,e9166,外文名
e2302,e10510,定义
e2302,e3333,形态
e2302,e5707,编码基因
e2302,e2530,释放方式
e8576,e8576,中文名
e8576,e11079,包括
e8576,e4011,外文名
e8576,e9002,注意事项
e3587,e3587,中文名
e3587,e11075,又名
e3587,e10766,外文名
e3587,e2243,定义
e3587,e3543,应用
e3587,e4073,读音
e3339,e3339,中文名
e3339,e9631,例如
e3339,e284,利用
e3339,e5506,缺陷
e5716,e944,中文名
e2905,e2905,中文名
e2905,e11709,外文名
e3539,e3539,中文名
e3539,e11101,假说一
e3539,e8614,假说三
e3539,e9107,假说二
e1282,e1282,中文名
e1282,e8803,作用
e1282,e10381,类型
e1282,e2989,采用
e11817,e11817,中文名
e11817,e7636,主体
e11817,e6542,作用
e11817,e924,容积
e8296,e8296,中文名
e8296,e7824,又称
e8296,e8807,外文名
e8296,e10018,性质
e8002,e8002,中文名
e8002,e7222,中毒表现
e8002,e1459,分布
e8002,e11726,外文名
e8002,e1213,特殊结构
e8002,e10687,细胞杆状
e1672,e1672,中文学名
e1672,e10378,大小
e1672,e1672,属
e1672,e11726,拉丁学名
e1672,e7028,特性
e1672,e10886,界
e1672,e7316,科
e11439,e10971,多发群体
e11439,e9249,就诊科室
e11439,e3272,常见病因
e11439,e5120,常见症状
e11439,e3801,英文名称
e6315,e6315,中文名
e6315,e11726,外文名
e6315,e8173,模式种
e6315,e7195,直径
e6315,e6746,长
e11386,e11386,中文名
e11386,e10078,直径
e11386,e11726,英文名
e11386,e6746,长
e10526,e10526,中文学名
e10526,e7680,包含（纲）
e10526,e3195,拉丁学名
e10526,e10886,界
e10526,e10881,著名种类
e10526,e1727,门
e4093,e4093,中文名
e4093,e7824,别称
e4093,e12014,外文名
e4093,e1778,应用学科
e4093,e4257,表现
e4093,e11319,适用领域范围
e10834,e9725,传染性
e10834,e6724,多发群体
e10834,e9056,就诊科室
e10834,e11347,常见发病部位
e10834,e5989,常见症状
e10834,e233,英文名称
e919,e919,药品名称
e919,e10268,药品类型
e9152,e10390,多发群体
e9152,e9807,就诊科室
e9152,e340,常见发病部位
e9152,e1503,常见症状
e9152,e10192,英文名称
e10631,e6910,RNA含量
e10631,e10631,中文名
e10631,e2854,名称由来
e10631,e11708,直径
e4873,e6135,中文名
e4873,e9922,作用
e4873,e10506,分类
e4873,e10205,外文名
e4873,e4263,拼音
e4873,e6005,材质
e9589,e9725,传染性
e9589,e76,就诊科室
e9589,e2938,常见病因
e9589,e6815,英文名称
e2566,e9807,就诊科室
e2566,e879,常见发病部位
e2566,e9301,常见病因
e2566,e4152,英文名称
e3290,e8365,中文学名
e3290,e9111,二名法
e3290,e9707,别称
e3290,e4591,族
e3290,e7371,界
e3290,e4312,目
e3290,e8365,种
e3290,e7606,科
e3290,e230,纲
e3290,e10774,门
e8919,e9725,传染性
e8919,e5996,别称
e8919,e9807,就诊科室
e8919,e2637,常见病因
e8919,e120,常见症状
e8919,e6258,英文名称
e3526,e8346,主要适用症
e3526,e3526,别名
e3526,e7756,剂型
e3526,e6999,用法用量
e3526,e3526,药品名称
e3526,e8620,药品类型
e2170,e2170,中文名
e2170,e9894,外文名
e2170,e2170,属
e2170,e5475,易感染动物
e2170,e8989,流行区
e2170,e1095,科
e700,e9393,中文学名
e700,e7190,分布区域
e700,e700,别称
e700,e7028,呼吸类型
e700,e40,形态
e700,e309,界
e11320,e11320,中文学名
e11320,e5457,分布区域
e11320,e9393,别称
e11320,e309,界
e11320,e454,英文名
e10928,e10928,中文名
e10928,e1442,亚群数
e10928,e4165,代表细菌
e10928,e1194,分布
e10928,e5159,增殖方式
e10928,e454,外文名
e10626,e7785,​细胞结构
e10626,e10626,中文学名
e10626,e1589,分布区域
e10626,e7701,分类
e10626,e2942,别称
e10626,e8497,形态
e10626,e10744,生活习性
e10626,e309,界
e10626,e3741,繁殖方式
e10626,e3045,门
e3642,e3642,中文名
e3642,e8463,属于
e3642,e6595,提出时间
e3642,e3895,特征相似于
e1868,e1868,中文名
e1868,e7826,分子量
e1868,e4869,别称
e1868,e2452,化学式
e1868,e880,外观
e1868,e7285,水溶性
e1868,e6334,熔点
e1868,e8910,英文名
e11954,e11954,中文名
e11954,e119,别名
e11954,e10561,单位
e11954,e3161,外文名
e11954,e768,缩写
e8746,e8746,中文学名
e8746,e9872,亚目
e8746,e9545,亚纲
e8746,e11998,亚门
e8746,e50,别称
e8746,e8889,拉丁学名
e8746,e674,界
e8746,e7716,目
e8746,e10835,科
e8746,e315,纲
e8746,e247,门
e2511,e2511,中文名
e2511,e4235,应用
e6570,e6570,中文名
e6570,e9283,主要
e6570,e10448,外文名
e6570,e9087,拼音
e6570,e4739,类型
e6570,e6856,辅助
e2785,e2785,中文名
e2785,e9141,外文名
e2785,e7977,环境
e2785,e4827,种类
e5253,e5253,中文学名
e5253,e8485,亚目
e5253,e2743,亚纲
e5253,e7371,界
e5253,e243,目
e5253,e6737,纲
e5253,e2113,门
e5000,e5000,中文名
e5000,e9945,别称
e5000,e4681,外文名
e5000,e8584,获得方式
e11499,e11499,中文名
e11499,e151,包括
e11499,e5280,外文名
e11499,e1778,属性
e11499,e8325,特征
e3465,e11910,汉语拼音
e3465,e6173,用途分类
e3465,e4757,药品名称
e3465,e8362,药品类型
e7574,e7574,中文名
e7574,e896,作用
e7574,e9319,别称
e7574,e4981,外文名
e7574,e6162,应用学科
e7574,e5154,效应单位
e4417,e4417,中文名
e4417,e9787,出现的现象
e4417,e11561,分类
e4417,e8837,外文名
e4417,e2145,存活期
e4417,e4679,构成
e4417,e4671,过程
e2824,e2824,中文名
e2824,e10364,主要成就
e2824,e7146,代表作品
e2824,e7351,代表方
e2824,e5395,信仰
e2824,e10060,出生地
e2824,e8464,出生日期
e2824,e766,别名
e2824,e4105,国籍
e2824,e7663,民族
e2824,e10028,职业
e2824,e11511,逝世日期
e7877,e7877,中文名
e7877,e6993,出生地
e7877,e1338,出生日期
e7877,e5330,国籍
e7877,e5837,性别
e7877,e5416,政治面貌
e7877,e7590,民族
e6314,e8019,不良反应
e6314,e6604,主要适用症
e6314,e2953,分子式
e6314,e7413,分子量
e6314,e11810,别名
e6314,e9538,化学名
e6314,e3644,外文名称
e6314,e6838,性状
e6314,e1090,用法用量
e6314,e6314,药品名称
e6314,e256,药品类别
e7982,e7982,中文名
e7982,e10281,性质
e7982,e1125,来源
e7982,e4494,特点
e7536,e6827,主要适用症
e7536,e6787,别名
e7536,e312,剂型
e7536,e4330,外文名称
e7536,e62,是否处方药
e7536,e3449,是否纳入医保
e7536,e3165,用法用量
e7536,e7536,药品名称
e7536,e202,运动员慎用
e11712,e7022,多发群体
e11712,e9408,就诊科室
e11712,e10981,常见发病部位
e11712,e6841,常见病因
e11712,e1904,常见症状
e11712,e8152,英文名称
e1616,e1616,中文名
e1616,e1260,主要分布
e1616,e11591,作用
e1616,e2156,医学名
e1616,e5646,外文名
e1616,e5834,形状
e1616,e9361,拼音
e1616,e3059,部位
e10899,e10899,中文名
e10899,e7519,外文名
e10899,e5480,治疗方法
e10899,e10438,生物组成
e1279,e806,多发群体
e1279,e3968,就诊科室
e1279,e5163,常见发病部位
e1279,e4720,常见病因
e1279,e3535,常见症状
e1279,e5195,英文名称
e3125,e3830,发病部位
e3125,e3068,就诊科室
e3125,e7736,常见症状
e3125,e9725,是否传染
e3125,e2378,能否治愈
e3125,e2361,英文名
e2084,e2084,中文名
e2084,e1065,包括
e2084,e9678,发生率高
e2084,e5231,常见
e5197,e5197,中文名
e5197,e9117,分布
e5197,e9114,别称
e5197,e5009,外文名
e5197,e8875,工作原理现像
e5197,e3938,构成
e4970,e4970,中医病名
e4970,e8685,常见发病部位
e4970,e8007,常见病因
e4970,e3979,常见症状
e2622,e2622,中文名
e2622,e9011,大小
e2622,e4150,形状
e2622,e3629,性质
e11970,e11970,中文学名
e11970,e10086,拉丁学名
e11970,e7885,界
e11970,e11970,科
e439,e11612,CAS登录号
e439,e439,中文名
e439,e7710,分子量
e439,e6251,分解点
e439,e4107,别称
e439,e332,化学式
e439,e10583,水溶性
e439,e929,英文名
e9264,e7699,就诊科室
e9264,e6635,常见发病部位
e9264,e3288,常见病因
e9264,e10484,常见症状
e9264,e313,英文名称
e10755,e6241,临床表现
e10755,e9725,传染性
e10755,e10755,别称
e10755,e9403,多发群体
e10755,e11053,季节分布
e10755,e866,就诊科室
e10755,e6578,常见病因
e10755,e4200,类型
e10755,e6899,英文名称
e8245,e9725,传染性
e8245,e2782,就诊科室
e8245,e3152,常见发病部位
e8245,e7337,常见病因
e8245,e590,常见症状
e8245,e8258,英文名称
e4517,e8831,就诊科室
e4517,e9259,常见病因
e4517,e9341,常见症状
e4517,e830,英文名称
e8795,e4795,多发群体
e8795,e8831,就诊科室
e8795,e8565,常见病因
e8795,e4387,常见症状
e8795,e10264,英文名称
e5103,e1959,传播途径
e5103,e11073,传染性
e5103,e988,多发群体
e5103,e8831,就诊科室
e5103,e6664,常见发病部位
e5103,e10294,常见病因
e5103,e9193,常见症状
e5103,e11166,英文名称
e5489,e5489,中文名
e5489,e10230,外文名
e5489,e1220,性质
e5489,e7899,时间
e974,e974,中文学名
e974,e5389,亚种
e974,e5170,拉丁学名
e974,e7205,生长环境
e974,e4882,种名
e974,e5389,菌株号
e8943,e8943,中文名
e8943,e4018,原料
e8943,e11757,外文名
e8943,e362,学名
e8943,e8486,类型
e8943,e6557,缩写
e6610,e3954,中文名
e6610,e7004,别名
e6610,e2357,汉语名称
e7600,e3954,中文名
e7600,e5914,作用
e7600,e6949,外文名
e7600,e1111,应用
e7600,e5924,形状
e7600,e6425,菌种
e10553,e9725,传染性
e10553,e8831,就诊科室
e10553,e3450,常见病因
e10553,e2089,常见症状
e10553,e1207,英文名称
e6510,e8109,中文名
e6510,e2082,出自
e6510,e3297,原因
e6510,e3299,拼音
e6510,e8774,释义
e3117,e3117,中文名
e3117,e4709,外文名
e3117,e9885,应用
e4676,e4676,中文名
e4676,e3214,分子式
e4676,e11585,别名
e4676,e3955,外文名
e9397,e9397,中文名
e9397,e4688,环境
e9397,e8321,类型
e9397,e6495,能力
e11646,e11646,中文名
e11646,e288,作用
e11646,e11193,类型
e11646,e11238,适宜温度
e4704,e4704,名称
e4704,e11319,所属分类
e8321,e8321,中文名
e8321,e3646,别称
e8321,e11127,发现嗜极生物
e8321,e7875,嗜极后生动物
e8321,e769,外文名
e8321,e11371,种类
e261,e261,中文名
e261,e3604,外文名
e261,e8422,属性
e261,e9877,生存环境
e6923,e6923,中文学名
e6923,e5264,分布区域
e6923,e9978,属
e6923,e9942,拉丁学名
e6923,e10886,界
e6923,e3055,科
e7835,e7835,中文名
e7835,e7905,外文名
e7835,e7674,最适生长温度
e7835,e6210,特点
e5727,e5727,中文名
e5727,e9413,别称
e5727,e298,外文名
e5727,e1626,应用
e5727,e36,生活环境
e5727,e8422,种类
e4524,e4524,中文学名
e4524,e11971,属
e4524,e11983,拉丁学名
e4524,e10886,界
e4524,e3708,目
e4524,e11873,种
e4524,e663,科
e4524,e5831,纲
e4524,e4624,门
e8970,e8970,中文名
e8970,e7947,又称作
e8970,e9253,外文名
e8970,e10568,适应机理
e4372,e4372,中文名
e4372,e2346,意义
e11747,e11747,中文学名
e11747,e4160,二名法
e11747,e10715,属
e11747,e10886,界
e11747,e9169,目
e11747,e11747,种
e11747,e7466,科
e11747,e9137,纲
e11747,e10526,门
e3696,e3696,中文学名
e3696,e7867,属
e3696,e4882,拉丁学名
e3696,e10886,界
e3696,e8339,目
e3696,e3696,种
e3696,e8308,科
e3696,e5661,纲
e3696,e10184,门
e6222,e6222,中文名
e6222,e3636,外文名
e11191,e4943,就诊科室
e11191,e103,常见病因
e11191,e10711,常见症状
e11191,e4863,英文名称
e1061,e6222,中文名
e1061,e3570,外文名
e1061,e1328,登场作品
e1061,e10194,配音
e11299,e11299,中文名
e11299,e1137,外文名
e11299,e8283,直径
e11299,e10106,胞质
e9601,e9601,中文名
e9601,e11253,亦称
e9601,e6816,属于
e9601,e1638,领导人
e11885,e11885,中文名
e11885,e2039,主体
e11885,e357,位置
e11885,e11021,外文名
e8630,e8630,中文名
e8630,e6660,别名
e8630,e5420,发现者
e8630,e4439,外文名
e8630,e11082,学科
e11404,e5568,CAS号
e11404,e11404,中文名
e11404,e8623,分子式
e11404,e294,外文名
e4918,e9725,传染性
e4918,e4910,就诊科室
e4918,e6158,常见症状
e4918,e4149,英文名称
e3929,e3929,中文名
e3929,e7900,外文名
e3028,e7389,ISSN
e3028,e3028,中文名
e3028,e4670,分类号
e3028,e1871,原理
e5740,e10100,传播途径
e5740,e11073,传染性
e5740,e547,就诊科室
e5740,e8897,常见病因
e5740,e4700,常见症状
e5740,e4793,英文名称
e7328,e7727,CAS登录号
e7328,e6642,EINECS登录号
e7328,e7328,中文名
e7328,e1622,分子量
e7328,e4992,别称
e7328,e4232,化学式
e7328,e8237,外观
e7328,e9583,应用
e7328,e289,水溶性
e7328,e5451,英文名
e7291,e7291,中文名
e7291,e11921,功效
e7291,e4289,包括
e7291,e4071,外文名
